show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,imdb_score,year,genre,duration_type,,,,,,,,,
s1496,Movie,Bridezilla,Andibachtiar Yusuf,"Jessica Mila, Rio Dewanto, Sheila Dara, Rafael Tan, Widyawati, Aimee Saras, Rukman Rosadi, Lucinta Luna",Indonesia,12/24/2020,2019,TV-MA,94,"Comedies, Dramas, International Movies","After failing to deliver for a demanding bride, a wedding planner makes a bold business move and throws the wedding of the year — for herself.",6.1,2020,Comedies,Medium Length,,,,,,,,,
s1497,Movie,Cemara's Family,Yandy Laurens,"Ringgo Agus Rahman, Nirina Zubir, Zara JKT48, Widuri Puteri, Ariyo Wahab, Asri Welas, Abdurrahman Arif, Kafin Sulthan",Indonesia,12/24/2020,2018,TV-G,110,"Children & Family Movies, Dramas, International Movies","After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village.",7.8,2020,Children & Family Movies,Medium Length,,,,,,,,,
s1498,Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,"Kathryn Bernardo, Alden Richards, Maymay Entrata, Maricel Laxa, Joross Gamboa, Jameson Blake, Kaka Bautista, Lito Pimentel, Jeffrey Tam, Lovely Abella",Philippines,12/24/2020,2019,TV-14,117,"Dramas, International Movies, Romantic Movies","In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities.",7.4,2020,Dramas,Medium Length,,,,,,,,,
s1499,Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker","Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April L. Hernandez, Onata Aprile, Dee Snider",United States,12/23/2020,2012,TV-14,85,"Action & Adventure, Comedies, Independent Movies",An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,7.1,2020,Action & Adventure,Short Length,,,,,,,,,
s1500,Movie,The Midnight Sky,George Clooney,"George Clooney, Felicity Jones, Kyle Chandler, Demián Bichir, David Oyelowo, Tiffany Boone, Caoilinn Springall, Sophie Rundle, Ethan Peck",United States,12/23/2020,2020,PG-13,119,Dramas,"In the aftermath of a global catastrophe, a lone scientist in the Arctic races to contact a crew of astronauts with a warning not to return to Earth.",5.6,2020,Dramas,Medium Length,,,,,,,,,
s1501,Movie,Your Name Engraved Herein,Liu Kuang-hui,"Edward Chen, Tseng Ching-hua, Leon Dai, Jason Wang, Fabio Grangeon, Mimi Shao, Barry Qu, Erek Lin, Honduras, Lotus Wang",Taiwan,12/23/2020,2020,TV-MA,115,"Dramas, International Movies, LGBTQ Movies","In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",7.3,2020,Dramas,Medium Length,,,,,,,,,
s1502,Movie,After We Collided,Roger Kumble,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Selma Blair, Louise Lombard, Shane Paul McGhie, Candice King, Charlie Weber, Khadijha Red Thunder, Inanna Sarkis, Pia Mia, Samuel Larsen, Dylan Arnold, Karimah Westbrook, Rob Estes",United States,12/22/2020,2020,R,105,"Dramas, Romantic Movies","Tessa fell hard and fast for Hardin, but after a betrayal tears them apart, she must decide whether to move on — or trust him with a second chance.",5,2020,Dramas,Medium Length,,,,,,,,,
s1518,Movie,Ma Rainey's Black Bottom,George C. Wolfe,"Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo, Michael Potts, Jonny Coyne, Taylour Paige, Jeremy Shamos, Dusan Brown, Joshua Harto",United States,12/18/2020,2020,R,94,"Dramas, Music & Musicals","Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session.",6.9,2020,Dramas,Medium Length,,,,,,,,,
s1520,Movie,Mukhsin,Yasmin Ahmad,"Mohd Syafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Noor, Irwan Iskandar, Sallehuddin Abu Bakar",Malaysia,12/18/2020,2006,TV-PG,98,"Children & Family Movies, Comedies, Dramas","When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love.",7.3,2020,Children & Family Movies,Medium Length,,,,,,,,,
s1522,Movie,Rabun,Yasmin Ahmad,"M. Rajoli, Kartina Aziz, Rozie Rashid, Irwan Iskandar, Noor Khiriah, Hafiz Ibrahim",Malaysia,12/18/2020,2004,TV-PG,85,"Dramas, Independent Movies, International Movies","A free-spirited couple leave the city to retire in the country. But when they're swindled by a relative, life in the countryside loses its luster.",7.7,2020,Dramas,Short Length,,,,,,,,,
s1523,Movie,Talentime,Yasmin Ahmad,"Mahesh Jugal Kishor, Pamela Chong Ven Teen, Mohd Syafie Naswip, Jaclyn Victor, Harith Iskander, Mislina Mustaffa, Sukania Venugopal",Malaysia,12/18/2020,2009,TV-14,120,"Dramas, International Movies, Romantic Movies",The stakes are high — on stage and off — when a group of talented young musicians face off for an inter-school talent competition.,7.4,2020,Dramas,Medium Length,,,,,,,,,
s1524,Movie,An Unremarkable Christmas,Juan Camilo Pinzon,"Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",Colombia,12/17/2020,2020,TV-14,83,"Comedies, Dramas, International Movies",An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.,3.2,2020,Comedies,Short Length,,,,,,,,,
s1526,Movie,Eggnoid: Love & Time Portal,Naya Anindita,"Morgan Oey, Sheila Dara, Luna Maya, Kevin Julio, Anggika Bolsterli, Reza Nangin, Martin Anugrah, Fatih Unru",Indonesia,12/17/2020,2019,TV-14,102,"Dramas, International Movies, Romantic Movies","Sent from the future to look after a lonely girl, Eggy finds himself falling for her. But dating is forbidden and would risk both their fates.",6.2,2020,Dramas,Medium Length,,,,,,,,,
s1527,Movie,Love You to the Stars and Back,Antoinette Jadaone,"Julia Barretto, Joshua Garcia, Carmina Villaroel, Cherry Pie Picache, Ariel Rivera, Maricar Reyes, Edgar Allan Guzman, Jelson Bay, Odette Khan",Philippines,12/17/2020,2017,TV-14,111,"Comedies, International Movies, Romantic Movies","In search of aliens, a young woman's road trip becomes an emotional journey when she finds — and falls for — a charming companion with cancer.",7.6,2020,Comedies,Medium Length,,,,,,,,,
s1530,Movie,Sakaling Maging Tayo,JP Habac,"McCoy De Leon, Elisse Joson, Bembol Roco, Chai Fonacier, Paulo Angeles, Markus Paterson, Milo Elmido Jr.",Philippines,12/17/2020,2019,TV-14,90,"International Movies, Romantic Movies","A college student seizes his chance with a crush when an unexpected encounter turns into a night of bold dares, deep confessions and possible romance.",7.1,2020,International Movies,Short Length,,,,,,,,,
s1535,Movie,Bwakaw,Jun Lana,"Eddie Garcia, Princess, Rez Cortez, Bibeth Orteza, Joey Paras, Allan Paule, Beverly Salviejo, Soxy Topacio, Armida Siguion-Reyna, Luz Valdez, Gardo Versoza",Philippines,12/16/2020,2012,TV-MA,110,"Dramas, International Movies, LGBTQ Movies","Gruff and alone, retiree Rene rejects most human contact but begins to soften when he comes to terms with his homosexuality.",7.1,2020,Dramas,Medium Length,,,,,,,,,
s1537,Movie,Incarnate,Brad Peyton,"Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno, David Mazouz, Keir O'Donnell, Matt Nable, Emily Jackson, Paul Vincent O'Connor, Natalija Nogulich, John Pirruccello, Mark Steger, Emjay Anthony, Karolina Wydra",United States,12/16/2020,2016,PG-13,87,"Horror Movies, Thrillers",An unconventional demon hunter faces his greatest challenge when he steps inside the subconscious mind of a boy possessed by a powerful entity.,5.2,2020,Horror Movies,Short Length,,,,,,,,,
s1541,Movie,Nocturnal Animals,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Ellie Bamber, Armie Hammer, Karl Glusman, Laura Linney, Michael Sheen, Andrea Riseborough",United States,12/16/2020,2016,R,117,"Dramas, Thrillers","Reading her ex-husband's violent novel manuscript destabilizes gallery owner Susan's life, upending her present while digging up their past.",7.5,2020,Dramas,Medium Length,,,,,,,,,
s1550,Movie,The Professor and the Madman,Farhad Safinia,"Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Steve Coogan, Stephen Dillane, Ioan Gruffudd, Jennifer Ehle, Jeremy Irvine, David O'Hara, Anthony Andrews",Ireland,12/15/2020,2019,TV-14,125,"Dramas, Independent Movies","While working on the first Oxford English Dictionary, a scholar receives thousands of entries from a doctor with a lengthy vocabulary and dark secrets.",7.2,2020,Dramas,Medium Length,,,,,,,, United Kingdom, Hong Kong
s1551,Movie,A California Christmas,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer",United States,12/14/2020,2020,PG-13,107,"Comedies, Romantic Movies","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas.",5.8,2020,Comedies,Medium Length,,,,,,,,,
s1561,Movie,The Prom,Ryan Murphy,"Meryl Streep, James Corden, Nicole Kidman, Kerry Washington, Andrew Rannells, Keegan-Michael Key, Jo Ellen Pellman, Ariana DeBose, Mary Kay Place, Kevin Chamberlin, Tracey Ullman, Logan Riley, Sofia Deler, Nico Greetham, Nathaniel J. Potvin",United States,12/11/2020,2020,PG-13,132,"Comedies, LGBTQ Movies, Music & Musicals",A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.,5.9,2020,Comedies,Medium Length,,,,,,,,,
s1562,Movie,Torbaaz,Girish Malik,"Sanjay Dutt, Nargis Fakhri, Rahul Dev, Priyanka Verma, Kuwaarjeet Chopraa, Aishan Jawaid Malik, Rahul Mittra, Gavie Chahal, Humayun Shams Khan, Babrak Akbari",India,12/11/2020,2020,TV-MA,133,"Dramas, International Movies, Sports Movies","At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport.",7,2020,Dramas,Medium Length,,,,,,,,,
s1568,Movie,The Panti Sisters,Jun Lana,"Paolo Ballesteros, Martin del Rosario, Christian Bables, John Arcilla, Carmi Martin, Rosanna Roces, Joross Gamboa, Via Antonio, Roxanne Barcelo",Philippines,12/10/2020,2019,TV-MA,108,"Comedies, International Movies, LGBTQ Movies",Three gay siblings are told by their terminally ill father that they must each produce a grandchild in order to inherit their share of his fortune.,5.6,2020,Comedies,Medium Length,,,,,,,,,
s1569,Movie,"Kalel, 15",Jun Lana,"Elijah Canlas, Eddie Garcia, Jaclyn Jose, Gabby Padilla, Cedrick Juan, Elora Espano, Sue Prado",Philippines,12/9/2020,2019,TV-MA,105,"Dramas, Independent Movies, International Movies","Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis.",7.3,2020,Dramas,Medium Length,,,,,,,,,
s1572,Movie,Rose Island,Sydney Sibilia,"Elio Germano, Matilda De Angelis, Tom Wlaschiha, Luca Zingaretti, Fabrizio Bentivoglio, Leonardo Lidi, François Cluzet",Italy,12/9/2020,2020,TV-14,119,"Comedies, Dramas, International Movies","An idealistic engineer builds his own island off the coast of Italy and declares it a nation, drawing the attention of the world — and the government.",7,2020,Comedies,Medium Length,,,,,,,,,
s1581,Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton","Amber Frank, Bailey Gambertoglio, Sydney Park, Katey Sagal, Rachel Kimsey, Darcy Rose Byrnes, Duncan Joiner, Bella Aboulhosn, Kai Scott",United States,12/8/2020,2020,TV-Y7,79,Children & Family Movies,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,5.9,2020,Children & Family Movies,Short Length,,,,,,,,,
s1585,Movie,Ava,Tate Taylor,"Jessica Chastain, Colin Farrell, John Malkovich, Common, Geena Davis, Jess Weixler, Diana Silvers, Joan Chen, Ioan Gruffudd",United States,12/7/2020,2020,R,97,"Action & Adventure, Dramas",An elite assassin wrestling with doubts about her work scrambles to protect herself — and her estranged family — after a hit goes dangerously wrong.,5.4,2020,Action & Adventure,Medium Length,,,,,,,,,
s1593,Movie,Christmas Crossfire,Detlev Buck,"Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla, Merlin Rose, Detlev Buck, Peter Kurth, Anika Mauer, Frederic Linkemann, Bernd Hölscher",Germany,12/4/2020,2020,TV-MA,106,"Comedies, International Movies, Thrillers","A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",4.8,2020,Comedies,Medium Length,,,,,,,,,
s1595,Movie,Leyla Everlasting,,"Demet Akbağ, Haluk Bilginer, Elçin Sangu, Fırat Tanış, Alican Yücesoy, Emre Kıvılcım, Hakan Eke, İhsan Ceylan, Bimen Zartar",Turkey,12/4/2020,2020,TV-MA,113,"Comedies, International Movies","A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",3.7,2020,Comedies,Medium Length,,,,,,,,,
s1599,Movie,Between Maybes,Jason Paul Laxamana,"Gerald Anderson, Julia Barretto, Yayo Aguila, Christian Vazquez",Philippines,12/3/2020,2019,TV-14,108,"Dramas, International Movies, Romantic Movies","A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.",6.2,2020,Dramas,Medium Length,,,,,,,,,
s1600,Movie,Break,Marc Fouchard,"Sabrina Ouazani, Kévin Mischel, Hassam Ghancy, Slimane, Maxime Pambet, Camille Japy, Christophe Reymond",France,12/3/2020,2018,TV-MA,96,"Comedies, Dramas, International Movies","After a serious accident, Lucie tries to rediscover herself as a dancer and meets Vincent, a talented b-boy battling his own insecurities.",5.8,2020,Comedies,Medium Length,,,,,,,,,
s1602,Movie,Just Another Christmas,Roberto Santucci,"Leandro Hassum, Elisa Pinheiro, Danielle Winits, Louise Cardoso, Rodrigo Fagundes, Arianne Botelho, Miguel Rômulo, José Rubens Chachá, Levi Ferreira, Daniel Filho",Brazil,12/3/2020,2020,TV-MA,101,"Comedies, International Movies","Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",6.7,2020,Comedies,Medium Length,,,,,,,,,
s1603,Movie,Must Be... Love,Dado C. Lumibao,"Kathryn Bernardo, Daniel Padilla, Liza Soberano, John Estrada, John Lapus",Philippines,12/3/2020,2013,TV-14,106,"Comedies, Dramas, International Movies","When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over.",6.4,2020,Comedies,Medium Length,,,,,,,,,
s1608,Movie,Hazel Brugger: Tropical,,Hazel Brugger,Germany,12/2/2020,2020,TV-MA,58,Stand-Up Comedy,"In this stand-up special, comedian Hazel Brugger offers her breezy takes on unruly geese, chatty gynecologists, German bank loans and more.",6.4,2020,Stand-Up Comedy,Short Length,,,,,,,,,
s1610,Movie,Angela's Christmas Wish,Damien O’Connor,"Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor",United States,12/1/2020,2020,TV-Y,48,Children & Family Movies,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays.",7.1,2020,Children & Family Movies,Short Length,,,,,,,,,
s1614,Movie,Effie Gray,Richard Laxton,"Dakota Fanning, Emma Thompson, Julie Walters, David Suchet, Derek Jacobi, James Fox, Robbie Coltrane, Claudia Cardinale, Greg Wise, Tom Sturridge",United Kingdom,12/1/2020,2014,PG-13,109,"Dramas, International Movies, Romantic Movies","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out.",6,2020,Dramas,Medium Length,,,,,,,,,
s1617,Movie,Monster House,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke, Steve Buscemi, Kathleen Turner, Jason Lee, Jon Heder, Maggie Gyllenhaal, Catherine O'Hara, Fred Willard, Nick Cannon, Kevin James",United States,12/1/2020,2006,PG,91,"Children & Family Movies, Comedies","A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",6.6,2020,Children & Family Movies,Medium Length,,,,,,,,,
s1631,Movie,Finding Agnes,Marla M. Ancheta,"Jelson Bay, Sue Ramirez, Sandy Andolong, Roxanne Guinoo, Cheska Iñigo, Hannah Ledesma, Yuan Francisco, Raffa Esplana, Varoon Kessop",Philippines,11/30/2020,2020,TV-PG,106,"Dramas, International Movies","On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",4.9,2020,Dramas,Medium Length,,,,,,,,,
s1632,Movie,Rust Creek,Jen McGowan,"Hermione Corfield, Jay Paulson, Sean O'Bryan, Micah Hauptman, Micah Hauptman, Daniel R. Hill, Jeremy Glazer, John Marshall Jones, Laura Guzman, Jake Kidwell",United States,11/30/2020,2018,R,108,Thrillers,A wrong turn in the woods becomes a fight for her life when a career-seeking college student runs into two outlaw brothers looking to cook up trouble.,5.9,2020,Thrillers,Medium Length,,,,,,,,,
s1634,Movie,The 2nd,Brian Skiba,"Ryan Phillippe, Casper Van Dien, Jack Griffo, Lexi Simonsen, Richard Burgi, William Katt, Samaire Armstrong, William McNamara, Jacob Grodnik",United States,11/30/2020,2020,TV-MA,93,Action & Adventure,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping.",3.8,2020,Action & Adventure,Medium Length,,,,,,,,,
s1636,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",United States,11/27/2020,2020,TV-Y,22,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone.",6.3,2020,Children & Family Movies,Short Length,,,,,,,,,
s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,Debbie Allen,United States,11/27/2020,2020,TV-PG,81,"Children & Family Movies, Documentaries","This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker.""",7,2020,Children & Family Movies,Short Length,,,,,,,,,
s1643,Movie,The Beast,Ludovico Di Martino,"Fabrizio Gifuni, Lino Musella, Monica Piseddu, Andrea Pennacchi, Emanuele Linfatti, Nicolò Galasso, Giacomo Colavito, Giada Gagliardi, Gianmarco Vettori, Silvia Gallerano, Massimiliano Setti",Italy,11/27/2020,2020,TV-MA,100,"Action & Adventure, International Movies","To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.",5.2,2020,Action & Adventure,Medium Length,,,,,,,,,
s1644,Movie,The Call,Lee Chung-hyun,"Park Shin-hye, Jun Jong-seo, Kim Sung-ryoung, EL, Park Ho-san, Oh Jung-se, Lee Dong-hwi, Um Chae-young",South Korea,11/27/2020,2020,TV-MA,112,"International Movies, Thrillers","Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",6.7,2020,International Movies,Medium Length,,,,,,,,,
s1645,Movie,Fantastica,Barry Gonzalez,"Vice Ganda, Richard Gutierrez, Dingdong Dantes, Bela Padilla",Philippines,11/26/2020,2018,TV-PG,114,"Comedies, International Movies, LGBTQ Movies",The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.,3.6,2020,Comedies,Medium Length,,,,,,,,,
s1646,Movie,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,Larry the Cable Guy,United States,11/26/2020,2020,TV-14,68,Stand-Up Comedy,"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America.",6.6,2020,Stand-Up Comedy,Short Length,,,,,,,,,
s1648,Movie,Unexpectedly Yours,Cathy Garcia-Molina,"Sharon Cuneta, Robin Padilla, Julia Barretto, Joshua Garcia, John Estrada, Pilar Pilapil, Marissa Delgado, Maritoni Fernandez",Philippines,11/26/2020,2017,TV-14,121,"Comedies, International Movies, Romantic Movies","A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more.",6.8,2020,Comedies,Medium Length,,,,,,,,,
s1649,Movie,Ghosts of War,Eric Bress,"Brenton Thwaites, Theo Rossi, Skylar Astin, Kyle Gallner, Alan Ritchson, Billy Zane, Shaun Toub",United Kingdom,11/25/2020,2020,R,95,Horror Movies,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors.",5.5,2020,Horror Movies,Medium Length,,,,,,,,,
s1651,Movie,Shawn Mendes: Live in Concert,Paul Dugdale,Shawn Mendes,United Kingdom,11/25/2020,2020,TV-PG,87,Music & Musicals,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",7.1,2020,Music & Musicals,Short Length,,,,,,,,,
s1652,Movie,The Christmas Chronicles: Part Two,Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Jahzir Bruno, Julian Dennison, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson",Canada,11/25/2020,2020,PG,115,"Children & Family Movies, Comedies","Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas.",6,2020,Children & Family Movies,Medium Length,,,,,,,,,
s1657,Movie,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",United States,11/24/2020,2020,R,117,Dramas,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",6.7,2020,Dramas,Medium Length,,,,,,,,,
s1658,Movie,Notes for My Son,Carlos Sorín,"Valeria Bertuccelli, Esteban Lamothe, Julián Sorín, Mauricio Dayub, Malena Pichot, Catarina Spinetta, Carla Quevedo, Anita Pauls, Mónica Antonópulos, Paola Barrientos, Ana Katz, Romina Richi, Diego Gentile, Beatriz Spelzini, Diego Reinhold",Argentina,11/24/2020,2020,TV-MA,84,"Dramas, International Movies","Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",6.4,2020,Dramas,Short Length,,,,,,,,,
s1660,Movie,Hard Kill,Matt Eskandari,"Jesse Metcalfe, Bruce Willis, Natalie Eva Marie, Lala Kent, Texas Battle, Swen Temmel, Sergio Rizzuto, Tyler Jon Olson, Jon Galanis",United States,11/23/2020,2020,R,98,Action & Adventure,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake.",3.4,2020,Action & Adventure,Medium Length,,,,,,,,,
s1661,Movie,Shawn Mendes: In Wonder,Grant Singer,Shawn Mendes,United States,11/23/2020,2020,TV-MA,83,"Documentaries, Music & Musicals","Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future.",6.5,2020,Documentaries,Short Length,,,,,,,,,
s1663,Movie,The Suit,Mohammad Adel,"Tamer Hosny, Akram Hosny, Amina Khalil, Dalal Abdelaziz, Maged El-Masri, Yasser Ali Maher, Salwa Mohammed, Mahmoud El-Bezzawy, Hassan Hosny, Taher Abu Lela, Ahmed Zaher",Egypt,11/23/2020,2018,TV-14,97,"Action & Adventure, Comedies, International Movies","After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger.",5.4,2020,Action & Adventure,Medium Length,,,,,,,,,
s1666,Movie,40 Sticks,Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,11/20/2020,2019,TV-14,93,"International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",6.7,2020,International Movies,Medium Length,,,,,,,,,
s1672,Movie,The App That Stole Christmas,Monica Floyd,"Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich",United States,11/20/2020,2020,TV-PG,64,"Children & Family Movies, Comedies","A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.",3.7,2020,Children & Family Movies,Short Length,,,,,,,,,
s1674,Movie,Black Friday,Anurag Kashyap,"Pavan Malhotra, Kay Kay Menon, Aditya Srivastava, Dibyendu Bhattacharya, Kishore Kadam, Gajraj Rao, Zakir Hussain, Imtiaz Ali, Pratima Kazmi, Raj Arjun",India,11/19/2020,2004,TV-MA,162,"Dramas, International Movies",This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.,8.4,2020,Dramas,Long Length,,,,,,,,,
s1675,Movie,Bodyguard,Siddique,"Salman Khan, Kareena Kapoor, Raj Babbar, Asrani, Vidya Sinha, Hazel Keech, Chetan Hansraj, Salim Baig",India,11/19/2020,2011,TV-14,130,"Action & Adventure, Comedies, International Movies","Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him.",4.6,2020,Action & Adventure,Medium Length,,,,,,,,,
s1676,Movie,Break Ke Baad,Danish Aslam,"Imran Khan, Deepika Padukone, Shahana Goswami, Lillete Dubey, Sharmila Tagore, Navin Nischol, Parzan Dastur, Neelu Kohli, Ziyah Vastani, Yudhishtir Urs, Grady McGahan",India,11/19/2020,2010,TV-14,108,"Comedies, International Movies, Music & Musicals",Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.,5.2,2020,Comedies,Medium Length,,,,,,,,,
s1677,Movie,Hawaizaada,Vibhu Virender Puri,"Ayushmann Khurrana, Mithun Chakraborty, Pallavi Sharda, Naman Jain, Jameel Khan",India,11/19/2020,2015,TV-14,129,"Dramas, International Movies, Romantic Movies","In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane.",5.6,2020,Dramas,Medium Length,,,,,,,,,
s1678,Movie,My Amnesia Girl,Cathy Garcia-Molina,"John Lloyd Cruz, Toni Gonzaga, Carlos Agassi, Ketchup Eusebio, Joross Gamboa, JM de Guzman, Beatriz Saw, Nico Antonio",Philippines,11/19/2020,2010,TV-14,105,"International Movies, Romantic Movies","Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten.",6.7,2020,International Movies,Medium Length,,,,,,,,,
s1679,Movie,Raman Raghav 2.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra, Anuschka Sawhney, Vipin Sharma, Deepali Suryakant Badekar, Ashok Lokhande, Harssh Singh, Rajesh Jais, Hitesh Dave",India,11/19/2020,2016,TV-MA,133,"International Movies, Thrillers",A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller.,7.4,2020,International Movies,Medium Length,,,,,,,,,
s1680,Movie,Singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni, Sachin Khedekar, Sudhanshu Pandey, Anant Jog",India,11/19/2020,2011,TV-14,142,"Action & Adventure, Dramas, International Movies",A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.,6.8,2020,Action & Adventure,Medium Length,,,,,,,,,
