Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,AvgCTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
5/27/2025,5:34,BKG106221,Cancelled by Customer,CUST17166,Bike,Brookefield,Bannerghatta Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/16/2025,21:04,BKG106222,Cancelled by Driver,CUST19181,Prime SUV,Mahadevpura,Ulsoor,,,0,,1,The customer was coughing/sick,0,,,,,,
5/26/2025,8:22,BKG106223,Success,CUST13458,Mini,JP Nagar,HSR Sector 6,3,15,0,,0,,0,,634.36,18.59,4.9,4.9,Credit Card
5/22/2025,18:51,BKG106224,Success,CUST17759,Auto,Bannerghatta Road,Hebbal,6,9,0,,0,,0,,730.76,2.61,4,4.9,Credit Card
5/21/2025,14:37,BKG106225,Success,CUST19753,eBike,HSR Sector 7,Vijayanagar,5,8,0,,0,,0,,485.24,22.46,4.3,3.1,Debit Card
5/29/2025,23:26,BKG106226,Success,CUST10123,Mini,Shivajinagar,Indiranagar,6,8,0,,0,,0,,577.49,17.3,3.6,3.4,Credit Card
5/27/2025,16:38,BKG106227,Incomplete,CUST12566,Bike,Nagarbhavi,Devanahalli,,,0,,0,,1,Vehicle Breakdown,,,,,
5/25/2025,2:45,BKG106228,Success,CUST18463,Prime SUV,Kalena Agrahara,Ulsoor,8,14,0,,0,,0,,62.4,23.97,4.4,4.7,Net Banking
5/17/2025,15:33,BKG106229,Success,CUST16980,Prime SUV,Shivajinagar,Kalyan Nagar,7,6,0,,0,,0,,634.31,13.54,4.7,3.2,Wallet
5/22/2025,10:06,BKG106230,Incomplete,CUST19995,Prime SUV,Bellandur,Kalyan Nagar,,,0,,0,,1,Vehicle Breakdown,,,,,
5/28/2025,18:09,BKG106231,Cancelled by Driver,CUST15929,Prime SUV,JP Nagar,HSR Sector 6,,,0,,1,The customer was coughing/sick,0,,,,,,
5/15/2025,20:36,BKG106232,Success,CUST15895,Prime Sedan,Arekere,Koramangala,2,8,0,,0,,0,,769.42,4.53,3.2,4.6,Net Banking
5/11/2025,9:00,BKG106233,Success,CUST10168,Prime Plus,Rajajinagar,Hoodi,3,15,0,,0,,0,,257.28,22.36,4.1,3.4,Net Banking
5/11/2025,6:49,BKG106234,Success,CUST19561,eBike,Indiranagar,RT Nagar,5,15,0,,0,,0,,764.57,22.09,4.8,4.5,Credit Card
5/5/2025,17:30,BKG106235,Cancelled by Driver,CUST19672,Auto,Brookefield,Mahadevpura,,,0,,1,The customer was coughing/sick,0,,,,,,
5/22/2025,14:45,BKG106236,Success,CUST14083,Prime Sedan,JP Nagar,Frazer Town,3,8,0,,0,,0,,559.31,5.17,4,3.2,Credit Card
5/20/2025,19:22,BKG106237,Cancelled by Driver,CUST10802,Prime Sedan,Whitefield,Nagarbhavi,,,0,,1,Personal & Car related issues,0,,,,,,
5/8/2025,8:53,BKG106238,Success,CUST19958,Prime Sedan,Sarjapur Road,RT Nagar,2,9,0,,0,,0,,682.22,13.03,4.9,3.7,Wallet
5/2/2025,20:56,BKG106239,Incomplete,CUST18442,Bike,Domlur,KR Puram,,,0,,0,,1,Other Issue,,,,,
5/8/2025,20:09,BKG106240,Success,CUST15007,Auto,Domlur,BTM Layout,3,10,0,,0,,0,,60.62,13.16,4.9,4.4,Credit Card
5/31/2025,14:38,BKG106241,Success,CUST19629,Prime SUV,RT Nagar,RT Nagar,7,14,0,,0,,0,,409.94,6.38,4.1,4.2,Debit Card
5/6/2025,2:21,BKG106242,Cancelled by Driver,CUST17734,Bike,Hulimavu,Horamavu,,,0,,1,The customer was coughing/sick,0,,,,,,
5/26/2025,3:48,BKG106243,Cancelled by Driver,CUST15469,Prime Plus,Jayanagar,MG Road,,,0,,1,Personal & Car related issues,0,,,,,,
5/4/2025,6:29,BKG106244,Cancelled by Driver,CUST19206,Prime SUV,Jayanagar,Hoodi,,,0,,1,Personal & Car related issues,0,,,,,,
5/29/2025,16:39,BKG106245,Cancelled by Driver,CUST18648,Auto,Mahadevpura,RT Nagar,,,0,,1,Personal & Car related issues,0,,,,,,
5/31/2025,10:17,BKG106246,Incomplete,CUST19769,Prime Sedan,Marathahalli,HSR Sector 1,,,0,,0,,1,Customer Demand,,,,,
5/29/2025,5:53,BKG106247,Incomplete,CUST18566,Auto,Hebbal,Bommanahalli,,,0,,0,,1,Customer Demand,,,,,
5/1/2025,15:28,BKG106248,Cancelled by Driver,CUST12761,Mini,HSR Sector 3,Kammanahalli,,,0,,1,Customer related issue,0,,,,,,
5/18/2025,7:48,BKG106249,Success,CUST14795,Prime Plus,Rajajinagar,Vijayanagar,9,12,0,,0,,0,,673.57,12.53,4.1,3.6,Wallet
5/21/2025,10:46,BKG106250,Success,CUST10188,Prime SUV,Yeshwanthpur,JP Nagar,9,15,0,,0,,0,,137.67,23.88,3.4,3.9,Credit Card
5/16/2025,15:17,BKG106251,Success,CUST17199,Mini,HSR Sector 1,Basavanagudi,4,8,0,,0,,0,,721.46,12.6,4.1,4.3,Net Banking
5/4/2025,9:07,BKG106252,Cancelled by Driver,CUST16056,Prime Plus,Frazer Town,Ulsoor,,,0,,1,Personal & Car related issues,0,,,,,,
5/28/2025,21:32,BKG106253,Success,CUST10134,Prime Sedan,HSR Sector 2,RT Nagar,5,9,0,,0,,0,,478.4,21.74,4.7,3.4,Wallet
5/8/2025,12:42,BKG106254,Success,CUST13453,Prime Plus,MG Road,Peenya,9,14,0,,0,,0,,378.05,5.39,4.8,5,UPI
5/3/2025,22:36,BKG106255,Cancelled by Driver,CUST10567,Auto,Koramangala,HSR Sector 2,,,0,,1,Personal & Car related issues,0,,,,,,
5/24/2025,7:35,BKG106256,Success,CUST12875,Prime SUV,Kalyan Nagar,Rajajinagar,7,7,0,,0,,0,,208.57,19.98,4.4,3.7,Wallet
5/13/2025,2:43,BKG106257,Cancelled by Driver,CUST15264,Auto,HSR Sector 6,Yelahanka,,,0,,1,Customer related issue,0,,,,,,
5/28/2025,6:10,BKG106258,Cancelled by Driver,CUST12126,Prime Plus,Kammanahalli,Devanahalli,,,0,,1,The customer was coughing/sick,0,,,,,,
5/26/2025,5:11,BKG106259,Success,CUST17208,Auto,Brookefield,HSR Sector 4,7,9,0,,0,,0,,543.5,17.6,3.3,3.2,Cash
5/24/2025,22:38,BKG106260,Success,CUST19319,Mini,RT Nagar,KR Puram,8,5,0,,0,,0,,115.38,24.28,4.2,4.3,UPI
5/24/2025,19:36,BKG106261,Success,CUST10882,Mini,Hoodi,Kudlu Gate,6,8,0,,0,,0,,203.33,9.01,3.4,4.5,UPI
5/12/2025,13:18,BKG106262,Success,CUST16162,Auto,Brookefield,Hebbal,7,7,0,,0,,0,,174.13,7.28,4.3,4.2,Cash
5/30/2025,19:08,BKG106263,Success,CUST16228,Bike,Brookefield,Bannerghatta Road,10,9,0,,0,,0,,99.28,13.72,3.8,4.8,Credit Card
5/7/2025,3:41,BKG106264,Cancelled by Driver,CUST13795,Prime Sedan,Frazer Town,HSR Sector 5,,,0,,1,The customer was coughing/sick,0,,,,,,
5/15/2025,18:08,BKG106265,Cancelled by Customer,CUST19049,Auto,Koramangala,KR Puram,,,1,Wrong Address,0,,0,,,,,,
5/22/2025,16:35,BKG106266,Success,CUST14582,Mini,Basavanagudi,Whitefield,3,11,0,,0,,0,,448.72,18.92,4.9,3.5,Debit Card
5/13/2025,1:23,BKG106267,Success,CUST11801,Auto,Kudlu Gate,Sarjapur Road,2,10,0,,0,,0,,376.74,24.04,3.8,4.3,Wallet
5/23/2025,14:30,BKG106268,Incomplete,CUST11822,eBike,Mahadevpura,Sarjapur Road,,,0,,0,,1,Customer Demand,,,,,
5/4/2025,13:49,BKG106269,Success,CUST14418,eBike,Magadi Road,HSR Sector 3,10,7,0,,0,,0,,406.81,17.36,4.3,4.8,Credit Card
5/29/2025,5:03,BKG106270,Success,CUST15252,Prime SUV,HSR Sector 5,HSR Sector 1,9,12,0,,0,,0,,740.21,4.6,3.7,4.1,Net Banking
5/3/2025,5:12,BKG106271,Cancelled by Customer,CUST19766,Prime Sedan,RT Nagar,HSR Sector 4,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/22/2025,17:58,BKG106272,Success,CUST19415,Auto,Arekere,MG Road,5,6,0,,0,,0,,95.73,9.13,3.9,4.6,Wallet
5/27/2025,11:27,BKG106273,Success,CUST13449,Prime Sedan,Brookefield,Peenya,10,5,0,,0,,0,,179.16,15.4,4,4.9,Debit Card
5/18/2025,6:58,BKG106274,Success,CUST18766,Mini,Sarjapur Road,Indiranagar,6,14,0,,0,,0,,268.85,2.87,3.5,4.4,Net Banking
5/29/2025,2:56,BKG106275,Success,CUST10884,Prime Plus,Devanahalli,Yelahanka,7,8,0,,0,,0,,358.36,9.02,4.7,4.8,Debit Card
5/17/2025,1:58,BKG106276,Success,CUST15699,Bike,Marathahalli,KR Puram,4,9,0,,0,,0,,203.13,24.62,5,4.3,Credit Card
5/23/2025,13:22,BKG106277,Success,CUST11159,eBike,Devanahalli,Brookefield,8,6,0,,0,,0,,177.8,14.69,4.3,4.6,Credit Card
5/25/2025,15:52,BKG106278,Success,CUST14914,Prime SUV,Kalyan Nagar,HSR Sector 3,4,14,0,,0,,0,,651.64,24.9,5,3,Cash
5/25/2025,15:48,BKG106279,Success,CUST18309,Bike,Electronic City,Ulsoor,10,5,0,,0,,0,,349.04,24.99,3.8,3.2,UPI
5/2/2025,5:10,BKG106280,Incomplete,CUST11264,Bike,Kalena Agrahara,Bommanahalli,,,0,,0,,1,Customer Demand,,,,,
5/4/2025,0:35,BKG106281,Success,CUST10872,Prime SUV,KR Puram,Banashankari,4,12,0,,0,,0,,349.88,19.97,3.8,3,UPI
5/9/2025,3:02,BKG106282,Success,CUST12396,eBike,Banashankari,Yeshwanthpur,2,11,0,,0,,0,,781.66,14.45,3.1,4.3,Net Banking
5/28/2025,1:47,BKG106283,Success,CUST11835,Prime Sedan,Bellandur,Whitefield,3,11,0,,0,,0,,639.51,7.93,3.7,4.5,Debit Card
5/28/2025,6:32,BKG106284,Success,CUST14287,Auto,Hulimavu,Malleshwaram,10,6,0,,0,,0,,509.56,2.87,4.4,3.1,Net Banking
5/6/2025,3:30,BKG106285,Success,CUST14209,Prime Sedan,Devanahalli,Rajajinagar,2,12,0,,0,,0,,527.85,8.77,4,4.5,Wallet
5/26/2025,4:08,BKG106286,Cancelled by Customer,CUST12107,Prime SUV,Basavanagudi,Basavanagudi,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/8/2025,18:13,BKG106287,Success,CUST19810,Mini,Brookefield,Jayanagar,2,14,0,,0,,0,,182.22,7.92,4.6,4.4,Wallet
5/22/2025,18:35,BKG106288,Cancelled by Customer,CUST13924,Prime Sedan,HSR Layout,MG Road,,,1,Driver asked to cancel,0,,0,,,,,,
5/27/2025,14:48,BKG106289,Success,CUST11994,Prime Sedan,HSR Sector 4,HSR Sector 4,8,9,0,,0,,0,,778.36,15.78,3.1,4.6,UPI
5/27/2025,21:31,BKG106290,Success,CUST10878,Mini,Kammanahalli,Domlur,9,5,0,,0,,0,,336.54,17.91,4.4,4.2,UPI
5/12/2025,18:54,BKG106291,Cancelled by Customer,CUST10745,Mini,RT Nagar,Kalyan Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/11/2025,7:48,BKG106292,Cancelled by Driver,CUST17603,Auto,Marathahalli,Frazer Town,,,0,,1,Customer related issue,0,,,,,,
5/2/2025,23:03,BKG106293,Cancelled by Customer,CUST13886,Mini,HSR Sector 1,BTM Layout,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/20/2025,20:27,BKG106294,Incomplete,CUST11272,Bike,HSR Sector 3,Yelahanka,,,0,,0,,1,Vehicle Breakdown,,,,,
5/14/2025,15:10,BKG106295,Success,CUST19897,eBike,Mahadevpura,Hebbal,2,14,0,,0,,0,,499.56,19.73,4.7,4.3,Wallet
5/28/2025,17:58,BKG106296,Incomplete,CUST13611,Prime Plus,Nagarbhavi,Bannerghatta Road,,,0,,0,,1,Other Issue,,,,,
5/21/2025,10:13,BKG106297,Success,CUST15461,Prime Plus,Mahadevpura,HSR Sector 4,10,7,0,,0,,0,,307.19,24.19,4.7,4,UPI
5/22/2025,13:53,BKG106298,Incomplete,CUST12457,Prime Sedan,HSR Sector 5,Kudlu Gate,,,0,,0,,1,Customer Demand,,,,,
5/7/2025,2:11,BKG106299,Cancelled by Customer,CUST12648,Prime Sedan,Frazer Town,Bommanahalli,,,1,Wrong Address,0,,0,,,,,,
5/1/2025,23:42,BKG106300,Success,CUST17218,Prime Sedan,Peenya,Devanahalli,8,5,0,,0,,0,,54.91,4.87,4.1,3.8,Credit Card
5/3/2025,8:40,BKG106301,Cancelled by Driver,CUST19339,eBike,Yeshwanthpur,Malleshwaram,,,0,,1,Customer related issue,0,,,,,,
5/26/2025,12:36,BKG106302,Success,CUST13327,Auto,Electronic City,Ulsoor,7,7,0,,0,,0,,369.25,7.9,4.4,3.5,Net Banking
5/22/2025,21:59,BKG106303,Success,CUST16054,Prime Sedan,Marathahalli,Magadi Road,3,12,0,,0,,0,,550.27,8.02,4.4,4.5,Wallet
5/27/2025,16:19,BKG106304,Incomplete,CUST12294,eBike,Vijayanagar,Kudlu Gate,,,0,,0,,1,Other Issue,,,,,
5/12/2025,21:00,BKG106305,Cancelled by Customer,CUST12651,Mini,HSR Sector 1,Hulimavu,,,1,AC is not working,0,,0,,,,,,
5/23/2025,15:14,BKG106306,Success,CUST11572,Mini,Domlur,Kalyan Nagar,8,5,0,,0,,0,,211.05,21.13,4.4,3,UPI
5/10/2025,4:37,BKG106307,Success,CUST12324,eBike,HSR Layout,Marathahalli,4,7,0,,0,,0,,454.09,10.76,3.7,3.6,Credit Card
5/10/2025,11:56,BKG106308,Cancelled by Driver,CUST10760,Mini,Bommanahalli,Devanahalli,,,0,,1,Personal & Car related issues,0,,,,,,
5/5/2025,8:40,BKG106309,Success,CUST13318,Prime SUV,Basavanagudi,Malleshwaram,7,12,0,,0,,0,,366.76,24.32,3.3,4.1,Debit Card
5/13/2025,10:36,BKG106310,Incomplete,CUST18404,Prime SUV,Jayanagar,Marathahalli,,,0,,0,,1,Other Issue,,,,,
5/27/2025,4:35,BKG106311,Cancelled by Driver,CUST18122,Bike,Bellandur,Domlur,,,0,,1,The customer was coughing/sick,0,,,,,,
5/13/2025,0:38,BKG106312,Success,CUST19601,eBike,BTM Layout,Shivajinagar,9,9,0,,0,,0,,301.46,6.06,3.1,3.8,Credit Card
5/16/2025,3:43,BKG106313,Success,CUST12575,Prime Sedan,HSR Sector 5,Magadi Road,8,10,0,,0,,0,,503.88,20.35,4.7,5,Wallet
5/1/2025,8:24,BKG106314,Incomplete,CUST18173,Bike,MG Road,Nagarbhavi,,,0,,0,,1,Vehicle Breakdown,,,,,
5/26/2025,18:36,BKG106315,Success,CUST10976,Prime Plus,Yelahanka,Bellandur,7,5,0,,0,,0,,186.65,14.52,3.9,3.4,Wallet
5/26/2025,5:01,BKG106316,Success,CUST11468,Bike,HSR Sector 1,Bellandur,8,10,0,,0,,0,,188.38,13.95,3.1,3.5,Net Banking
5/13/2025,9:54,BKG106317,Success,CUST11182,Prime SUV,JP Nagar,Nagarbhavi,8,5,0,,0,,0,,266.65,13.31,4.3,3.5,Wallet
5/13/2025,10:40,BKG106318,Success,CUST15168,eBike,Basavanagudi,Hebbal,9,6,0,,0,,0,,599.51,15.65,4.2,3.1,Debit Card
5/5/2025,18:06,BKG106319,Success,CUST11735,Prime Plus,KR Puram,Hebbal,7,11,0,,0,,0,,601.47,19.76,3,4.7,Debit Card
5/12/2025,2:24,BKG106320,Cancelled by Driver,CUST16239,Prime SUV,Electronic City,Hebbal,,,0,,1,The customer was coughing/sick,0,,,,,,
5/17/2025,11:44,BKG106321,Success,CUST19172,Auto,KR Puram,Malleshwaram,6,13,0,,0,,0,,633.84,5.14,4,4.1,Credit Card
5/31/2025,22:29,BKG106322,Success,CUST10618,Bike,Jayanagar,Hebbal,3,15,0,,0,,0,,692.4,3.97,3.3,4.7,UPI
5/24/2025,16:08,BKG106323,Success,CUST16275,Auto,Hoodi,Whitefield,10,8,0,,0,,0,,550.54,24.88,4.8,3,Cash
5/25/2025,12:10,BKG106324,Success,CUST10070,Prime Plus,Rajajinagar,Whitefield,8,15,0,,0,,0,,750.91,20.59,3.7,4,Credit Card
5/1/2025,2:51,BKG106325,Incomplete,CUST19074,Auto,Kalena Agrahara,HSR Sector 3,,,0,,0,,1,Vehicle Breakdown,,,,,
5/17/2025,16:47,BKG106326,Success,CUST14772,Prime SUV,Marathahalli,Hulimavu,8,6,0,,0,,0,,360.24,13.89,3.6,3.1,UPI
5/11/2025,18:43,BKG106327,Success,CUST12917,Bike,Yeshwanthpur,Kalena Agrahara,2,9,0,,0,,0,,382.18,3.53,3.5,4.2,Credit Card
5/21/2025,1:51,BKG106328,Success,CUST12382,Auto,Mahadevpura,Kalyan Nagar,6,12,0,,0,,0,,210.41,14.07,3.3,3.3,UPI
5/27/2025,11:59,BKG106329,Cancelled by Customer,CUST11540,Mini,Mahadevpura,Horamavu,,,1,Driver asked to cancel,0,,0,,,,,,
5/11/2025,1:08,BKG106330,Cancelled by Customer,CUST15837,Prime Plus,RT Nagar,Shivajinagar,,,1,Wrong Address,0,,0,,,,,,
5/21/2025,15:45,BKG106331,Cancelled by Customer,CUST14126,Bike,Horamavu,Ulsoor,,,1,AC is not working,0,,0,,,,,,
5/1/2025,14:56,BKG106332,Success,CUST11148,Bike,HSR Sector 6,Horamavu,10,5,0,,0,,0,,150.77,12.92,3.6,4.3,Credit Card
5/24/2025,15:46,BKG106333,Success,CUST12826,Auto,Mahadevpura,Rajajinagar,3,12,0,,0,,0,,668.05,7.8,4.5,3,Debit Card
5/15/2025,12:19,BKG106334,Success,CUST11385,eBike,KR Puram,Peenya,8,8,0,,0,,0,,448.69,17.42,3.1,4.7,Credit Card
5/11/2025,12:37,BKG106335,Cancelled by Driver,CUST14925,Prime SUV,Devanahalli,HSR Sector 4,,,0,,1,Customer related issue,0,,,,,,
5/9/2025,2:39,BKG106336,Success,CUST16174,Auto,HSR Sector 4,MG Road,4,8,0,,0,,0,,743.13,24.73,3.1,4.3,Credit Card
5/29/2025,18:46,BKG106337,Cancelled by Customer,CUST10909,Auto,Hebbal,HSR Layout,,,1,AC is not working,0,,0,,,,,,
5/31/2025,23:43,BKG106338,Incomplete,CUST12979,Auto,RT Nagar,Kalyan Nagar,,,0,,0,,1,Customer Demand,,,,,
5/26/2025,9:57,BKG106339,Success,CUST16598,Bike,Whitefield,Vijayanagar,3,15,0,,0,,0,,643.99,7.23,4.2,3.3,Net Banking
5/20/2025,21:54,BKG106340,Incomplete,CUST16442,Auto,Yelahanka,Vijayanagar,,,0,,0,,1,Customer Demand,,,,,
5/9/2025,19:30,BKG106341,Success,CUST12259,Mini,Kalena Agrahara,Kalena Agrahara,3,14,0,,0,,0,,697.82,14.91,4.5,4.6,UPI
5/17/2025,23:53,BKG106342,Success,CUST11310,Prime SUV,HSR Layout,Mahadevpura,4,5,0,,0,,0,,762.19,13.43,4.1,3.6,UPI
5/24/2025,7:54,BKG106343,Success,CUST11689,Auto,Sarjapur Road,Vijayanagar,10,10,0,,0,,0,,626.23,16.06,4,4.3,Credit Card
5/28/2025,3:53,BKG106344,Cancelled by Customer,CUST16633,Prime Sedan,Electronic City,Jayanagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/15/2025,7:11,BKG106345,Incomplete,CUST19697,eBike,Basavanagudi,Marathahalli,,,0,,0,,1,Vehicle Breakdown,,,,,
5/2/2025,0:50,BKG106346,Cancelled by Customer,CUST14803,Prime Sedan,Marathahalli,Bannerghatta Road,,,1,Change of plans,0,,0,,,,,,
5/10/2025,23:51,BKG106347,Success,CUST16958,Prime SUV,Koramangala,Devanahalli,10,6,0,,0,,0,,65.62,17.69,4.2,3.1,Net Banking
5/30/2025,16:10,BKG106348,Success,CUST17282,Mini,Sarjapur Road,Kalyan Nagar,3,5,0,,0,,0,,185.58,14.84,3.3,3.7,Cash
5/21/2025,21:09,BKG106349,Cancelled by Driver,CUST19517,Auto,Magadi Road,HSR Sector 3,,,0,,1,Personal & Car related issues,0,,,,,,
5/23/2025,20:09,BKG106350,Success,CUST12853,eBike,HSR Sector 6,Kalena Agrahara,2,15,0,,0,,0,,229.34,8.91,3.5,4.5,Credit Card
5/11/2025,21:13,BKG106351,Success,CUST15083,Prime SUV,Frazer Town,HSR Sector 2,4,5,0,,0,,0,,576.05,13.12,3.6,4.6,Cash
5/17/2025,20:45,BKG106352,Incomplete,CUST19946,Bike,Peenya,Hoodi,,,0,,0,,1,Vehicle Breakdown,,,,,
5/26/2025,1:12,BKG106353,Incomplete,CUST19665,Mini,Indiranagar,Jayanagar,,,0,,0,,1,Other Issue,,,,,
5/1/2025,2:56,BKG106354,Success,CUST18871,Prime Sedan,HSR Sector 1,HSR Sector 4,6,15,0,,0,,0,,664.27,7.42,3.9,4.1,UPI
5/29/2025,4:59,BKG106355,Cancelled by Customer,CUST15238,Bike,Basavanagudi,Bannerghatta Road,,,1,Change of plans,0,,0,,,,,,
5/11/2025,5:00,BKG106356,Success,CUST17032,Auto,Hebbal,Rajajinagar,7,10,0,,0,,0,,311.78,7.74,3.2,4.4,Debit Card
5/22/2025,23:31,BKG106357,Success,CUST16994,Mini,MG Road,Banashankari,8,11,0,,0,,0,,286.3,23.29,3.7,3.8,Wallet
5/8/2025,8:48,BKG106358,Success,CUST14340,Prime SUV,Domlur,JP Nagar,5,12,0,,0,,0,,655.14,5.83,4.5,3.1,Debit Card
5/25/2025,6:36,BKG106359,Success,CUST10017,Bike,Hulimavu,Peenya,2,5,0,,0,,0,,206.55,19.95,3.1,4.9,Debit Card
5/27/2025,15:54,BKG106360,Success,CUST11424,Mini,Yeshwanthpur,Ulsoor,9,14,0,,0,,0,,310.75,4.69,4,3.7,Net Banking
5/10/2025,6:28,BKG106361,Cancelled by Customer,CUST12914,Prime Sedan,Hulimavu,Banashankari,,,1,Wrong Address,0,,0,,,,,,
5/23/2025,13:57,BKG106362,Success,CUST14356,Prime Plus,Arekere,KR Puram,7,7,0,,0,,0,,351.53,22.22,4.9,4.2,Credit Card
5/29/2025,22:05,BKG106363,Success,CUST16412,Auto,HSR Sector 6,Horamavu,2,15,0,,0,,0,,764.63,5.72,4.1,3.2,Net Banking
5/2/2025,5:13,BKG106364,Success,CUST15897,Prime Plus,Vijayanagar,Devanahalli,6,12,0,,0,,0,,373.72,14.3,3.2,3.1,Credit Card
5/15/2025,15:02,BKG106365,Success,CUST19974,Mini,Kalyan Nagar,HSR Sector 1,3,7,0,,0,,0,,197.37,4.85,3.8,4,Credit Card
5/1/2025,11:22,BKG106366,Success,CUST19433,eBike,Brookefield,Hulimavu,6,14,0,,0,,0,,796.26,4.19,4.3,4.2,Wallet
5/6/2025,14:46,BKG106367,Success,CUST10198,Prime Plus,Brookefield,Sarjapur Road,5,12,0,,0,,0,,196.62,16.48,4,3.8,Net Banking
5/27/2025,22:41,BKG106368,Success,CUST14116,Mini,Nagarbhavi,Bellandur,10,12,0,,0,,0,,293.57,16.85,4.9,3.7,Debit Card
5/11/2025,21:53,BKG106369,Success,CUST14788,Bike,Nagarbhavi,Malleshwaram,8,15,0,,0,,0,,477.18,21.39,3.8,4,Net Banking
5/14/2025,3:24,BKG106370,Incomplete,CUST19711,eBike,Devanahalli,Horamavu,,,0,,0,,1,Other Issue,,,,,
5/7/2025,0:19,BKG106371,Success,CUST17954,Mini,Hoodi,Devanahalli,10,7,0,,0,,0,,234.41,13.84,3.1,4.5,Net Banking
5/11/2025,5:35,BKG106372,Incomplete,CUST18196,Prime Sedan,BTM Layout,Hulimavu,,,0,,0,,1,Other Issue,,,,,
5/1/2025,13:05,BKG106373,Success,CUST18074,Bike,Yelahanka,Vijayanagar,7,5,0,,0,,0,,623.72,10.42,3.4,4.4,Credit Card
5/1/2025,13:44,BKG106374,Success,CUST11669,Auto,Hebbal,RT Nagar,8,12,0,,0,,0,,602.18,13.02,3.2,4.9,Debit Card
5/22/2025,19:20,BKG106375,Success,CUST13397,eBike,Bannerghatta Road,Electronic City,8,15,0,,0,,0,,143.24,24.86,3.3,4.9,Credit Card
5/20/2025,22:55,BKG106376,Success,CUST18321,Prime Plus,Yelahanka,Nagarbhavi,6,14,0,,0,,0,,90.84,16.03,4.4,3.3,Wallet
5/16/2025,8:08,BKG106377,Success,CUST18255,Prime Sedan,Hulimavu,Kudlu Gate,9,15,0,,0,,0,,144.7,24.48,4.2,3.3,Cash
5/9/2025,20:29,BKG106378,Cancelled by Customer,CUST16775,Mini,Bellandur,Yeshwanthpur,,,1,Change of plans,0,,0,,,,,,
5/17/2025,20:25,BKG106379,Success,CUST15623,eBike,Whitefield,Malleshwaram,2,6,0,,0,,0,,489.79,7.6,3.8,3.2,Cash
5/17/2025,13:51,BKG106380,Incomplete,CUST13419,Prime Sedan,Magadi Road,Bannerghatta Road,,,0,,0,,1,Vehicle Breakdown,,,,,
5/9/2025,5:21,BKG106381,Cancelled by Customer,CUST15028,Prime SUV,Brookefield,Hebbal,,,1,Driver asked to cancel,0,,0,,,,,,
5/8/2025,6:26,BKG106382,Cancelled by Customer,CUST19739,eBike,Arekere,Yeshwanthpur,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/3/2025,16:30,BKG106383,Success,CUST10316,Auto,Hebbal,Banashankari,4,9,0,,0,,0,,615.18,24.85,3.2,4.2,UPI
5/11/2025,19:47,BKG106384,Success,CUST12294,Mini,Hulimavu,Yeshwanthpur,6,11,0,,0,,0,,794,10.49,4.7,4.6,Debit Card
5/4/2025,2:47,BKG106385,Success,CUST15046,Prime SUV,Rajajinagar,Hulimavu,10,5,0,,0,,0,,454.02,20.4,3.9,4,UPI
5/25/2025,20:26,BKG106386,Success,CUST19165,Mini,Banashankari,Peenya,6,13,0,,0,,0,,182.64,18.79,3.6,4,Cash
5/24/2025,19:59,BKG106387,Cancelled by Customer,CUST10095,eBike,KR Puram,Whitefield,,,1,Change of plans,0,,0,,,,,,
5/25/2025,14:52,BKG106388,Cancelled by Driver,CUST16510,Prime SUV,Arekere,Horamavu,,,0,,1,Personal & Car related issues,0,,,,,,
5/26/2025,13:09,BKG106389,Success,CUST16703,Auto,Indiranagar,Yeshwanthpur,7,12,0,,0,,0,,463.55,6.94,3.8,4.5,UPI
5/28/2025,22:55,BKG106390,Success,CUST15041,Prime Plus,Frazer Town,Bannerghatta Road,2,11,0,,0,,0,,190.44,18.1,4.6,4.1,Debit Card
5/8/2025,14:02,BKG106391,Success,CUST10159,eBike,Kalena Agrahara,Rajajinagar,5,14,0,,0,,0,,434.39,15.33,4.2,3.8,Debit Card
5/25/2025,6:46,BKG106392,Cancelled by Driver,CUST11161,Prime Sedan,JP Nagar,Whitefield,,,0,,1,Personal & Car related issues,0,,,,,,
5/3/2025,14:31,BKG106393,Success,CUST17251,Prime SUV,Koramangala,HSR Sector 6,6,5,0,,0,,0,,761.63,4.04,4.5,4.1,Debit Card
5/13/2025,18:16,BKG106394,Success,CUST16132,Bike,HSR Sector 3,BTM Layout,2,8,0,,0,,0,,167.08,18.49,4.9,3.5,UPI
5/6/2025,23:19,BKG106395,Cancelled by Driver,CUST16011,Bike,Indiranagar,Devanahalli,,,0,,1,More than permitted people in there,0,,,,,,
5/27/2025,20:19,BKG106396,Success,CUST18316,Prime Sedan,BTM Layout,Koramangala,9,7,0,,0,,0,,360.08,18.54,3.5,4.3,Credit Card
